id	description	prompt_input	is_critical	validation_status	corrected_label
CVE-2023-0290	rapid7 velociraptor did not properly sanitize the client id parameter to the createcollection api, allowing a directory traversal in where the collection task could be written. it was possible to provide a client id of "../clients/server" to schedule the collection for the server (as a server artifact), but only require privileges to schedule collections on the client. normally, to schedule an artifact on the server, the collect_server permission is required. this permission is normally only granted to "administrator" role. due to this issue, it is sufficient to have the collect_client privilege, which is normally granted to the "investigator" role. to exploit this vulnerability, the attacker must already have a velociraptor user account at least "investigator" level, and be able to authenticate to the gui and issue an api call to the backend. typically, most users deploy velociraptor with limited access to a trusted group, and most users will already be administrators within the gui. this issue affects velociraptor versions before 0.6.7-5. version 0.6.7-5, released january 16, 2023, fixes the issue.	"Extract cybersecurity concepts and relationships from the following description:

rapid7 velociraptor did not properly sanitize the client id parameter to the createcollection api, allowing a directory traversal in where the collection task could be written. it was possible to provide a client id of ""../clients/server"" to schedule the collection for the server (as a server artifact), but only require privileges to schedule collections on the client. normally, to schedule an artifact on the server, the collect_server permission is required. this permission is normally only granted to ""administrator"" role. due to this issue, it is sufficient to have the collect_client privilege, which is normally granted to the ""investigator"" role. to exploit this vulnerability, the attacker must already have a velociraptor user account at least ""investigator"" level, and be able to authenticate to the gui and issue an api call to the backend. typically, most users deploy velociraptor with limited access to a trusted group, and most users will already be administrators within the gui. this issue affects velociraptor versions before 0.6.7-5. version 0.6.7-5, released january 16, 2023, fixes the issue."	TRUE	reviewed	FALSE
CVE-2023-0303	a vulnerability was found in sourcecodester online food ordering system. it has been rated as critical. affected by this issue is some unknown functionality of the file view_prod.php. the manipulation of the argument id leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-218384.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester online food ordering system. it has been rated as critical. affected by this issue is some unknown functionality of the file view_prod.php. the manipulation of the argument id leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-218384."	TRUE	reviewed	FALSE
CVE-2023-0345	the akuvox e11 secure shell (ssh) server is enabled by default and can be accessed by the root user. this password cannot be changed by the user.	"Extract cybersecurity concepts and relationships from the following description:

the akuvox e11 secure shell (ssh) server is enabled by default and can be accessed by the root user. this password cannot be changed by the user."	TRUE	reviewed	FALSE
CVE-2023-0469	a use-after-free flaw was found in io_uring/filetable.c in io_install_fixed_file in the io_uring subcomponent in the linux kernel during call cleanup. this flaw may lead to a denial of service.	"Extract cybersecurity concepts and relationships from the following description:

a use-after-free flaw was found in io_uring/filetable.c in io_install_fixed_file in the io_uring subcomponent in the linux kernel during call cleanup. this flaw may lead to a denial of service."	FALSE	reviewed	TRUE
CVE-2023-0528	a vulnerability was found in sourcecodester online tours & travels management system 1.0. it has been classified as critical. this affects an unknown part of the file admin/abc.php. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219597 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester online tours & travels management system 1.0. it has been classified as critical. this affects an unknown part of the file admin/abc.php. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219597 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0530	a vulnerability was found in sourcecodester online tours & travels management system 1.0. it has been rated as critical. this issue affects some unknown processing of the file admin/approve_user.php. the manipulation of the argument id leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-219599.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester online tours & travels management system 1.0. it has been rated as critical. this issue affects some unknown processing of the file admin/approve_user.php. the manipulation of the argument id leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-219599."	TRUE	reviewed	FALSE
CVE-2023-0532	a vulnerability classified as critical was found in sourcecodester online tours & travels management system 1.0. affected by this vulnerability is an unknown functionality of the file admin/disapprove_user.php. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219601 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical was found in sourcecodester online tours & travels management system 1.0. affected by this vulnerability is an unknown functionality of the file admin/disapprove_user.php. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219601 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0585	the all in one seo pack plugin for wordpress is vulnerable to stored cross-site scripting via multiple parameters in versions up to, and including, 4.2.9 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with administrator role or above to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.	"Extract cybersecurity concepts and relationships from the following description:

the all in one seo pack plugin for wordpress is vulnerable to stored cross-site scripting via multiple parameters in versions up to, and including, 4.2.9 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with administrator role or above to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page."	TRUE	reviewed	FALSE
CVE-2023-0613	a vulnerability has been found in trendnet tew-811dru 1.0.10.0 and classified as critical. affected by this vulnerability is an unknown functionality of the file /wireless/security.asp of the component httpd. the manipulation leads to memory corruption. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219937 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in trendnet tew-811dru 1.0.10.0 and classified as critical. affected by this vulnerability is an unknown functionality of the file /wireless/security.asp of the component httpd. the manipulation leads to memory corruption. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219937 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0637	a vulnerability, which was classified as critical, was found in trendnet tew-811dru 1.0.10.0. this affects an unknown part of the file wan.asp of the component web management interface. the manipulation leads to memory corruption. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-220017 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, was found in trendnet tew-811dru 1.0.10.0. this affects an unknown part of the file wan.asp of the component web management interface. the manipulation leads to memory corruption. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-220017 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0647	a vulnerability, which was classified as critical, has been found in dst-admin 1.5.0. affected by this issue is some unknown functionality of the file /home/kickplayer. the manipulation of the argument userid leads to command injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-220034 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, has been found in dst-admin 1.5.0. affected by this issue is some unknown functionality of the file /home/kickplayer. the manipulation of the argument userid leads to command injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-220034 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0651	a vulnerability was found in fastcms 0.1.0. it has been classified as critical. affected is an unknown function of the component template management. the manipulation leads to unrestricted upload. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in fastcms 0.1.0. it has been classified as critical. affected is an unknown function of the component template management. the manipulation leads to unrestricted upload. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used."	TRUE	reviewed	FALSE
CVE-2023-0663	a vulnerability was found in calendar event management system 2.3.0. it has been rated as critical. this issue affects some unknown processing of the component login page. the manipulation of the argument name/pwd leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-220175.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in calendar event management system 2.3.0. it has been rated as critical. this issue affects some unknown processing of the component login page. the manipulation of the argument name/pwd leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-220175."	TRUE	reviewed	FALSE
CVE-2023-0673	a vulnerability classified as critical was found in sourcecodester online eyewear shop 1.0. affected by this vulnerability is an unknown functionality of the file oews/?p=products/view_product.php. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the complexity of an attack is rather high. the exploitation appears to be difficult. the associated identifier of this vulnerability is vdb-220195.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical was found in sourcecodester online eyewear shop 1.0. affected by this vulnerability is an unknown functionality of the file oews/?p=products/view_product.php. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the complexity of an attack is rather high. the exploitation appears to be difficult. the associated identifier of this vulnerability is vdb-220195."	TRUE	reviewed	FALSE
CVE-2023-0694	the metform elementor contact form builder for wordpress is vulnerable to information disclosure via the 'mf' shortcode in versions up to, and including, 3.3.1. this allows authenticated attackers, with subscriber-level capabilities or above to obtain sensitive information about any standard form field of any form submission.	"Extract cybersecurity concepts and relationships from the following description:

the metform elementor contact form builder for wordpress is vulnerable to information disclosure via the 'mf' shortcode in versions up to, and including, 3.3.1. this allows authenticated attackers, with subscriber-level capabilities or above to obtain sensitive information about any standard form field of any form submission."	FALSE	reviewed	TRUE
CVE-2023-0695	the metform elementor contact form builder for wordpress is vulnerable to cross-site scripting by using the 'mf' shortcode to echo unescaped form submissions in versions up to, and including, 3.3.0. this allows authenticated attackers, with contributor-level permissions or above, to inject arbitrary web scripts in pages that will execute when the victim visits a specific link. note that getting the javascript to execute still requires user interaction as the victim must visit a crafted link with the form entry id, but the script itself is stored in the site database.	"Extract cybersecurity concepts and relationships from the following description:

the metform elementor contact form builder for wordpress is vulnerable to cross-site scripting by using the 'mf' shortcode to echo unescaped form submissions in versions up to, and including, 3.3.0. this allows authenticated attackers, with contributor-level permissions or above, to inject arbitrary web scripts in pages that will execute when the victim visits a specific link. note that getting the javascript to execute still requires user interaction as the victim must visit a crafted link with the form entry id, but the script itself is stored in the site database."	FALSE	reviewed	TRUE
CVE-2023-0707	a vulnerability was found in sourcecodester medical certificate generator app 1.0. it has been rated as critical. affected by this issue is the function delete_record of the file function.php. the manipulation of the argument id leads to sql injection. vdb-220346 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester medical certificate generator app 1.0. it has been rated as critical. affected by this issue is the function delete_record of the file function.php. the manipulation of the argument id leads to sql injection. vdb-220346 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0711	the wicked folders plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on the ajax_save_state function in versions up to, and including, 2.18.16. this makes it possible for authenticated attackers, with subscriber-level permissions and above, to invoke this function and perform actions intended for administrators such as modifying the view state of the folder structure maintained by the plugin.	"Extract cybersecurity concepts and relationships from the following description:

the wicked folders plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on the ajax_save_state function in versions up to, and including, 2.18.16. this makes it possible for authenticated attackers, with subscriber-level permissions and above, to invoke this function and perform actions intended for administrators such as modifying the view state of the folder structure maintained by the plugin."	TRUE	reviewed	FALSE
CVE-2023-0719	the wicked folders plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on the ajax_save_sort_order function in versions up to, and including, 2.18.16. this makes it possible for authenticated attackers, with subscriber-level permissions and above, to invoke this function and perform actions intended for administrators such as modifying the folder structure maintained by the plugin.	"Extract cybersecurity concepts and relationships from the following description:

the wicked folders plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on the ajax_save_sort_order function in versions up to, and including, 2.18.16. this makes it possible for authenticated attackers, with subscriber-level permissions and above, to invoke this function and perform actions intended for administrators such as modifying the folder structure maintained by the plugin."	TRUE	reviewed	FALSE
CVE-2023-0725	the wicked folders plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 2.18.16. this is due to missing or incorrect nonce validation on the ajax_clone_folder function. this makes it possible for unauthenticated attackers to invoke this function via forged request granted they can trick a site administrator into performing an action such as clicking on a link leading them to perform actions intended for administrators such as changing the folder structure maintained by the plugin.	"Extract cybersecurity concepts and relationships from the following description:

the wicked folders plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 2.18.16. this is due to missing or incorrect nonce validation on the ajax_clone_folder function. this makes it possible for unauthenticated attackers to invoke this function via forged request granted they can trick a site administrator into performing an action such as clicking on a link leading them to perform actions intended for administrators such as changing the folder structure maintained by the plugin."	TRUE	reviewed	FALSE
CVE-2023-0737	wallabag version 2.5.2 contains a cross-site request forgery (csrf) vulnerability that allows attackers to arbitrarily delete user accounts via the /account/delete endpoint. this issue is fixed in version 2.5.4.	"Extract cybersecurity concepts and relationships from the following description:

wallabag version 2.5.2 contains a cross-site request forgery (csrf) vulnerability that allows attackers to arbitrarily delete user accounts via the /account/delete endpoint. this issue is fixed in version 2.5.4."	FALSE	reviewed	TRUE
CVE-2023-0738	orangescrum version 2.0.11 allows an external attacker to obtain arbitrary user accounts from the application. this is possible because the application returns malicious user input in the response with the content-type set to text/html.	"Extract cybersecurity concepts and relationships from the following description:

orangescrum version 2.0.11 allows an external attacker to obtain arbitrary user accounts from the application. this is possible because the application returns malicious user input in the response with the content-type set to text/html."	FALSE	reviewed	TRUE
CVE-2023-0774	a vulnerability has been found in sourcecodester medical certificate generator app 1.0 and classified as critical. this vulnerability affects unknown code of the file action.php. the manipulation of the argument lastname leads to sql injection. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-220558 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in sourcecodester medical certificate generator app 1.0 and classified as critical. this vulnerability affects unknown code of the file action.php. the manipulation of the argument lastname leads to sql injection. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-220558 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0802	libtiff 4.4.0 has an out-of-bounds write in tiffcrop in tools/tiffcrop.c:3724, allowing attackers to cause a denial-of-service via a crafted tiff file. for users that compile libtiff from sources, the fix is available with commit 33aee127.	"Extract cybersecurity concepts and relationships from the following description:

libtiff 4.4.0 has an out-of-bounds write in tiffcrop in tools/tiffcrop.c:3724, allowing attackers to cause a denial-of-service via a crafted tiff file. for users that compile libtiff from sources, the fix is available with commit 33aee127."	FALSE	reviewed	TRUE
CVE-2023-0829	plesk 17.0 through 18.0.31 version, is vulnerable to a cross-site scripting. a malicious subscription owner (either a customer or an additional user), can fully compromise the server if an administrator visits a certain page in plesk related to the malicious subscription.	"Extract cybersecurity concepts and relationships from the following description:

plesk 17.0 through 18.0.31 version, is vulnerable to a cross-site scripting. a malicious subscription owner (either a customer or an additional user), can fully compromise the server if an administrator visits a certain page in plesk related to the malicious subscription."	TRUE	reviewed	FALSE
CVE-2023-0862	the netmodule nsrw web administration interface is vulnerable to path traversals, which could lead to arbitrary file uploads and deletion. by uploading malicious files to the web root directory, authenticated users could gain remote command execution with elevated privileges. this issue affects nsrw: from 4.3.0.0 before 4.3.0.119, from 4.4.0.0 before 4.4.0.118, from 4.6.0.0 before 4.6.0.105, from 4.7.0.0 before 4.7.0.103.	"Extract cybersecurity concepts and relationships from the following description:

the netmodule nsrw web administration interface is vulnerable to path traversals, which could lead to arbitrary file uploads and deletion. by uploading malicious files to the web root directory, authenticated users could gain remote command execution with elevated privileges. this issue affects nsrw: from 4.3.0.0 before 4.3.0.119, from 4.4.0.0 before 4.4.0.118, from 4.6.0.0 before 4.6.0.105, from 4.7.0.0 before 4.7.0.103."	TRUE	reviewed	FALSE
CVE-2023-0883	a vulnerability has been found in sourcecodester online pizza ordering system 1.0 and classified as critical. this vulnerability affects unknown code of the file /php-opos/index.php. the manipulation of the argument id leads to sql injection. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-221350 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in sourcecodester online pizza ordering system 1.0 and classified as critical. this vulnerability affects unknown code of the file /php-opos/index.php. the manipulation of the argument id leads to sql injection. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-221350 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0900	the pricing table builder wordpress plugin through 1.1.6 does not properly sanitise and escape a parameter before using it in a sql statement, leading to a sql injection exploitable by high-privilege users such as admins.	"Extract cybersecurity concepts and relationships from the following description:

the pricing table builder wordpress plugin through 1.1.6 does not properly sanitise and escape a parameter before using it in a sql statement, leading to a sql injection exploitable by high-privilege users such as admins."	FALSE	reviewed	TRUE
CVE-2023-0919	missing authentication for critical function in github repository kareadita/kavita prior to 0.7.0.	"Extract cybersecurity concepts and relationships from the following description:

missing authentication for critical function in github repository kareadita/kavita prior to 0.7.0."	TRUE	reviewed	FALSE
CVE-2023-0940	the profilegrid wordpress plugin before 5.3.1 provides an ajax endpoint for resetting a user password but does not implement proper authorization. this allows a user with low privileges, such as subscriber, to change the password of any account, including administrator ones.	"Extract cybersecurity concepts and relationships from the following description:

the profilegrid wordpress plugin before 5.3.1 provides an ajax endpoint for resetting a user password but does not implement proper authorization. this allows a user with low privileges, such as subscriber, to change the password of any account, including administrator ones."	TRUE	reviewed	FALSE
CVE-2023-0955	the wp statistics wordpress plugin before 14.0 does not escape a parameter, which could allow authenticated users to perform sql injection attacks. by default, the affected feature is available to users with the manage_options capability (admin+), however the plugin has a settings to allow low privilege users to access it as well.	"Extract cybersecurity concepts and relationships from the following description:

the wp statistics wordpress plugin before 14.0 does not escape a parameter, which could allow authenticated users to perform sql injection attacks. by default, the affected feature is available to users with the manage_options capability (admin+), however the plugin has a settings to allow low privilege users to access it as well."	FALSE	reviewed	TRUE
CVE-2023-0961	a vulnerability was found in sourcecodester music gallery site 1.0. it has been classified as critical. this affects an unknown part of the file view_music_details.php of the component get request handler. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-221631.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester music gallery site 1.0. it has been classified as critical. this affects an unknown part of the file view_music_details.php of the component get request handler. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-221631."	TRUE	reviewed	FALSE
CVE-2023-0982	a vulnerability was found in sourcecodester yoga class registration system 1.0. it has been declared as critical. affected by this vulnerability is an unknown functionality of the component add class entry. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the identifier vdb-221677 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester yoga class registration system 1.0. it has been declared as critical. affected by this vulnerability is an unknown functionality of the component add class entry. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the identifier vdb-221677 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-0986	a vulnerability classified as critical has been found in sourcecodester sales tracker management system 1.0. this affects an unknown part of the file admin/?page=user/manage_user of the component edit user. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the associated identifier of this vulnerability is vdb-221679.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical has been found in sourcecodester sales tracker management system 1.0. this affects an unknown part of the file admin/?page=user/manage_user of the component edit user. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the associated identifier of this vulnerability is vdb-221679."	TRUE	reviewed	FALSE
CVE-2023-1000	a vulnerability was found in cyanomiko dcnnt-py up to 0.9.0. it has been classified as critical. affected is the function main of the file dcnnt/plugins/notifications.py of the component notification handler. the manipulation leads to command injection. it is possible to launch the attack remotely. upgrading to version 0.9.1 is able to address this issue. the patch is identified as b4021d784a97e25151a5353aa763a741e9a148f5. it is recommended to upgrade the affected component. vdb-262230 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in cyanomiko dcnnt-py up to 0.9.0. it has been classified as critical. affected is the function main of the file dcnnt/plugins/notifications.py of the component notification handler. the manipulation leads to command injection. it is possible to launch the attack remotely. upgrading to version 0.9.1 is able to address this issue. the patch is identified as b4021d784a97e25151a5353aa763a741e9a148f5. it is recommended to upgrade the affected component. vdb-262230 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1027	the wp meta seo plugin for wordpress is vulnerable to unauthorized sitemap generation due to a missing capability check on the checkallcategoryinsitemap function in versions up to, and including, 4.5.3. this makes it possible for authenticated attackers with subscriber-level access to obtain post categories. this vulnerability occurred as a result of the plugin relying on nonce checks as a means of access control, and that nonce being accessible to all authenticated users regardless of role.	"Extract cybersecurity concepts and relationships from the following description:

the wp meta seo plugin for wordpress is vulnerable to unauthorized sitemap generation due to a missing capability check on the checkallcategoryinsitemap function in versions up to, and including, 4.5.3. this makes it possible for authenticated attackers with subscriber-level access to obtain post categories. this vulnerability occurred as a result of the plugin relying on nonce checks as a means of access control, and that nonce being accessible to all authenticated users regardless of role."	FALSE	reviewed	TRUE
CVE-2023-1029	the wp meta seo plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 4.5.3. this is due to missing or incorrect nonce validation on the regeneratesitemaps function. this makes it possible for unauthenticated attackers to regenerate sitemaps via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	"Extract cybersecurity concepts and relationships from the following description:

the wp meta seo plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 4.5.3. this is due to missing or incorrect nonce validation on the regeneratesitemaps function. this makes it possible for unauthenticated attackers to regenerate sitemaps via a forged request granted they can trick a site administrator into performing an action such as clicking on a link."	TRUE	reviewed	FALSE
CVE-2023-1040	a vulnerability, which was classified as critical, has been found in sourcecodester online graduate tracer system 1.0. affected by this issue is some unknown functionality of the file tracking/admin/add_acc.php. the manipulation of the argument id leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-221798 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, has been found in sourcecodester online graduate tracer system 1.0. affected by this issue is some unknown functionality of the file tracking/admin/add_acc.php. the manipulation of the argument id leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-221798 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1047	a vulnerability classified as critical was found in techpowerup realtemp 3.7.0.0. this vulnerability affects unknown code in the library winring0x64.sys. the manipulation leads to improper initialization. an attack has to be approached locally. the exploit has been disclosed to the public and may be used. vdb-221806 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical was found in techpowerup realtemp 3.7.0.0. this vulnerability affects unknown code in the library winring0x64.sys. the manipulation leads to improper initialization. an attack has to be approached locally. the exploit has been disclosed to the public and may be used. vdb-221806 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
